אפריקע	Afrika
16טן פעברואר	16 februari
18טן פעברואר	18 februari
20סטן פעברואר	20 februari
אנאליטישע כעמיע	Analytische chemie
נייטראן	Neutron
21סטן פעברואר	21 februari
22סטן פעברואר	22 februari
23סטן פעברואר	23 februari
24סטן פעברואר	24 februari
25סטן פעברואר	25 februari
26סטן פעברואר	26 februari
27	27
27סטן פעברואר	27 februari
28סטן פעברואר	28 februari
11טן דעצעמבער	11 december
29סטן פעברואר	29 februari
12טן דעצעמבער	12 december
וויזועל בייסיק	Visual Basic
13טן דעצעמבער	13 december
14טן דעצעמבער	14 december
15טן דעצעמבער	15 december
2טן מערץ	2 maart
3טן מערץ	3 maart
5טן מערץ	5 maart
1טן מערץ	1 maart
7טן מערץ	7 maart
8טן מערץ	8 maart
4טן מערץ	4 maart
10טן מערץ	10 maart
11טן מערץ	11 maart
6טן מערץ	6 maart
13טן מערץ	13 maart
9טן מערץ	9 maart
12טן מערץ	12 maart
15טן מערץ	15 maart
14טן מערץ	14 maart
++C	C++
16טן דעצעמבער	16 december
17טן דעצעמבער	17 december
16טן מערץ	16 maart
17טן מערץ	17 maart
18טן מערץ	18 maart
19טן מערץ	19 maart
1989	1989
1988	1988
20סטן מערץ	20 maart
1987	1987
1986	1986
1985	1985
1984	1984
21סטן מערץ	21 maart
1983	1983
22סטן מערץ	22 maart
1982	1982
1981	1981
18טן דעצעמבער	18 december
1980	1980
23סטן מערץ	23 maart
מאגאדישו	Mogadishu
19טן דעצעמבער	19 december
24סטן מערץ	24 maart
25סטן מערץ	25 maart
20סטן דעצעמבער	20 december
26סטן מערץ	26 maart
27סטן מערץ	27 maart
28סטן מערץ	28 maart
29סטן מערץ	29 maart
30סטן מערץ	30 maart
31סטן מערץ	31 maart
סאנא	Sanaa
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
דרייסיג יעריגער קריג	Dertigjarige Oorlog
קאנראד אדענאער	Konrad Adenauer
15טן אפריל	15 april
13טן אפריל	13 april
12טן אפריל	12 april
14טן אפריל	14 april
11טן אפריל	11 april
10טן אפריל	10 april
8טן אפריל	8 april
9טן אפריל	9 april
7טן אפריל	7 april
6טן אפריל	6 april
5טן אפריל	5 april
4טן אפריל	4 april
3טן אפריל	3 april
1טן אפריל	1 april
2טן אפריל	2 april
16טן אפריל	16 april
17טן אפריל	17 april
18טן אפריל	18 april
19טן אפריל	19 april
20סטן אפריל	20 april
21סטן אפריל	21 april
22סטן אפריל	22 april
23סטן אפריל	23 april
24סטן אפריל	24 april
25סטן אפריל	25 april
26סטן אפריל	26 april
27סטן אפריל	27 april
28סטן אפריל	28 april
29סטן אפריל	29 april
30סטן אפריל	30 april
1טן מיי	1 mei
2טן מיי	2 mei
3טן מיי	3 mei
4טן מיי	4 mei
5טן מיי	5 mei
6טן מיי	6 mei
7טן מיי	7 mei
8טן מיי	8 mei
9טן מיי	9 mei
10טן מיי	10 mei
11טן מיי	11 mei
12טן מיי	12 mei
13טן מיי	13 mei
14טן מיי	14 mei
15טן מיי	15 mei
16טן מיי	16 mei
17טן מיי	17 mei
18טן מיי	18 mei
19טן מיי	19 mei
20סטן מיי	20 mei
21סטן מיי	21 mei
22סטן מיי	22 mei
23סטן מיי	23 mei
24סטן מיי	24 mei
25סטן מיי	25 mei
26סטן מיי	26 mei
27סטן מיי	27 mei
28סטן מיי	28 mei
29סטן מיי	29 mei
30סטן מיי	30 mei
31סטן מיי	31 mei
21סטן דעצעמבער	21 december
14טן יוני	14 juni
15טן יוני	15 juni
13טן יוני	13 juni
10טן יוני	10 juni
7טן יוני	7 juni
11טן יוני	11 juni
9טן יוני	9 juni
12טן יוני	12 juni
6טן יוני	6 juni
8טן יוני	8 juni
5טן יוני	5 juni
3טן יוני	3 juni
2טן יוני	2 juni
1טן יוני	1 juni
4טן יוני	4 juni
נאפאלי	Napels (stad)
22סטן דעצעמבער	22 december
1968	1968
1967	1967
1966	1966
1965	1965
1964	1964
16טן יוני	16 juni
פאלערמא	Palermo (stad)
30סטן יוני	30 juni
29סטן יוני	29 juni
28סטן יוני	28 juni
26סטן יוני	26 juni
25סטן יוני	25 juni
22סטן יוני	22 juni
27סטן יוני	27 juni
24סטן יוני	24 juni
20סטן יוני	20 juni
23סטן יוני	23 juni
19טן יוני	19 juni
18טן יוני	18 juni
21סטן יוני	21 juni
17טן יוני	17 juni
23סטן דעצעמבער	23 december
ברוס וויליס	Bruce Willis
ארנאלד שווארצענעגער	Arnold Schwarzenegger
15טן יולי	15 juli
13טן יולי	13 juli
12טן יולי	12 juli
10טן יולי	10 juli
9טן יולי	9 juli
14טן יולי	14 juli
8טן יולי	8 juli
7טן יולי	7 juli
6טן יולי	6 juli
5טן יולי	5 juli
2טן יולי	2 juli
4טן יולי	4 juli
3טן יולי	3 juli
1טן יולי	1 juli
11טן יולי	11 juli
24סטן דעצעמבער	24 december
31סטן יולי	31 juli
30סטן יולי	30 juli
29סטן יולי	29 juli
28סטן יולי	28 juli
27סטן יולי	27 juli
25סטן יולי	25 juli
24סטן יולי	24 juli
23סטן יולי	23 juli
26סטן יולי	26 juli
22סטן יולי	22 juli
19טן יולי	19 juli
21סטן יולי	21 juli
20סטן יולי	20 juli
17טן יולי	17 juli
18טן יולי	18 juli
16טן יולי	16 juli
פוטבאל	Voetbal
25סטן דעצעמבער	25 december
1963	1963
26סטן דעצעמבער	26 december
חורבן אייראפע	Holocaust
1962	1962
IPhone	IPhone
14טן אויגוסט	14 augustus
15טן אויגוסט	15 augustus
13טן אויגוסט	13 augustus
12טן אויגוסט	12 augustus
11טן אויגוסט	11 augustus
10טן אויגוסט	10 augustus
8טן אויגוסט	8 augustus
7טן אויגוסט	7 augustus
9טן אויגוסט	9 augustus
5טן אויגוסט	5 augustus
4טן אויגוסט	4 augustus
2טן אויגוסט	2 augustus
3טן אויגוסט	3 augustus
6טן אויגוסט	6 augustus
1טן אויגוסט	1 augustus
קעמניץ	Chemnitz
27סטן דעצעמבער	27 december
מאדריד	Madrid (stad)
סובמארין	Onderzeeboot
16טן אויגוסט	16 augustus
קאקא קאלע	Coca-Cola
29סטן אויגוסט	29 augustus
28סטן אויגוסט	28 augustus
30סטן אויגוסט	30 augustus
25סטן אויגוסט	25 augustus
26סטן אויגוסט	26 augustus
23סטן אויגוסט	23 augustus
27סטן אויגוסט	27 augustus
21סטן אויגוסט	21 augustus
20סטן אויגוסט	20 augustus
24סטן אויגוסט	24 augustus
18טן אויגוסט	18 augustus
17טן אויגוסט	17 augustus
22סטן אויגוסט	22 augustus
19טן אויגוסט	19 augustus
31סטן אויגוסט	31 augustus
מייקל זשעקסאן	Michael Jackson
28סטן דעצעמבער	28 december
גריפע	Griep
באגאטא	Bogota (stad)
בראזיליא	Brasilia
15טן סעפטעמבער	15 september
14טן סעפטעמבער	14 september
13טן סעפטעמבער	13 september
12טן סעפטעמבער	12 september
8טן סעפטעמבער	8 september
11טן סעפטעמבער	11 september
7טן סעפטעמבער	7 september
10טן סעפטעמבער	10 september
5טן סעפטעמבער	5 september
4טן סעפטעמבער	4 september
9טן סעפטעמבער	9 september
2טן סעפטעמבער	2 september
6טן סעפטעמבער	6 september
1טן סעפטעמבער	1 september
3טן סעפטעמבער	3 september
29סטן דעצעמבער	29 december
לימא	Lima (stad)
קאנאדישע פראווינצן	Bestuurlijke indeling van Canada
30סטן סעפטעמבער	30 september
29סטן סעפטעמבער	29 september
28סטן סעפטעמבער	28 september
27סטן סעפטעמבער	27 september
26סטן סעפטעמבער	26 september
25סטן סעפטעמבער	25 september
סאנטיאגא	Santiago (Chili)
23סטן סעפטעמבער	23 september
22סטן סעפטעמבער	22 september
24סטן סעפטעמבער	24 september
21סטן סעפטעמבער	21 september
20סטן סעפטעמבער	20 september
18טן סעפטעמבער	18 september
17טן סעפטעמבער	17 september
19טן סעפטעמבער	19 september
16טן סעפטעמבער	16 september
קיטא	Quito
30סטן דעצעמבער	30 december
31סטן דעצעמבער	31 december
1טן אקטאבער	1 oktober
15טן אקטאבער	15 oktober
12טן אקטאבער	12 oktober
10טן אקטאבער	10 oktober
14טן אקטאבער	14 oktober
9טן אקטאבער	9 oktober
8טן אקטאבער	8 oktober
13טן אקטאבער	13 oktober
7טן אקטאבער	7 oktober
11טן אקטאבער	11 oktober
6טן אקטאבער	6 oktober
4טן אקטאבער	4 oktober
5טן אקטאבער	5 oktober
3טן אקטאבער	3 oktober
2טן אקטאבער	2 oktober
אסונסיאן	Asuncion (stad)
ציג	Geit
היסטאריע פון קאנאדע	Geschiedenis van Canada
31סטן אקטאבער	31 oktober
30סטן אקטאבער	30 oktober
29סטן אקטאבער	29 oktober
28סטן אקטאבער	28 oktober
26סטן אקטאבער	26 oktober
25סטן אקטאבער	25 oktober
24סטן אקטאבער	24 oktober
27סטן אקטאבער	27 oktober
22סטן אקטאבער	22 oktober
23סטן אקטאבער	23 oktober
20סטן אקטאבער	20 oktober
21סטן אקטאבער	21 oktober
19טן אקטאבער	19 oktober
17טן אקטאבער	17 oktober
16טן אקטאבער	16 oktober
18טן אקטאבער	18 oktober
היידלבערג	Heidelberg (Duitsland)
פריי	Vrijheid (filosofie)
15טן נאוועמבער	15 november
14טן נאוועמבער	14 november
13טן נאוועמבער	13 november
12טן נאוועמבער	12 november
11טן נאוועמבער	11 november
10טן נאוועמבער	10 november
7טן נאוועמבער	7 november
8טן נאוועמבער	8 november
9טן נאוועמבער	9 november
6טן נאוועמבער	6 november
5טן נאוועמבער	5 november
4טן נאוועמבער	4 november
3טן נאוועמבער	3 november
2טן נאוועמבער	2 november
1טן נאוועמבער	1 november
פאראמאריבא	Paramaribo
30סטן נאוועמבער	30 november
29סטן נאוועמבער	29 november
28סטן נאוועמבער	28 november
27סטן נאוועמבער	27 november
26סטן נאוועמבער	26 november
25סטן נאוועמבער	25 november
23סטן נאוועמבער	23 november
24סטן נאוועמבער	24 november
21סטן נאוועמבער	21 november
20סטן נאוועמבער	20 november
22סטן נאוועמבער	22 november
19טן נאוועמבער	19 november
18טן נאוועמבער	18 november
17טן נאוועמבער	17 november
16טן נאוועמבער	16 november
מיידל	Meisje
קאטמאנדו	Kathmandu (stad)
העלגאלאנד	Helgoland
בעלמאפאן	Belmopan
קארל דער גרויסער	Karel de Grote
פיורדא	Fürth (stad)
סאן סאלוואדאר	San Salvador (stad)
קאנבערא	Canberra
סידני	Sydney
גרין	Groen (kleur)
האדסאן טייך	Hudson (rivier)
מעלבארן	Melbourne
רויט	Rood (kleur)
פייער	Vuur
ערד'ס אטמאספער	Aardatmosfeer
טעגוסיגאלפע	Tegucigalpa
מאנאגוע	Managua (stad)
פאנאמא-שטאט	Panama-Stad
נילוס	Nijl
הארטפארדשיר	Hertfordshire
אסקאר (פיש)	Pauwoogcichlide
קאנגא טייך	Kongo (rivier)
בארי	Bari (stad)
ניזשער טייך	Niger (rivier)
ראבאט, מאראקא	Rabat (Marokko)
קאמעט	Komeet
אלזשירס	Algiers
טריפאלי	Tripoli (Libië)
דזשיבוטי (שטאט)	Djibouti (stad)
אנטאפאגאסטא	Antofagasta (stad)
טעהראן	Teheran
אדיס אבאבא	Addis Abeba
דזשאקארטא	Jakarta
אנקארא	Ankara
נ'דזשאמענא	Ndjamena
ניאמיי	Niamey
נואקשוט	Nouakchott (stad)
ריאד	Riyad (stad)
1961	1961
באמאקא	Bamako
בעלגראד	Belgrado
דאקאר	Dakar
באנזשול	Banjul
קאנאקרי	Conakry
ביסאו	Bissau (Guinee-Bissau)
קאַטעגאָריע:וויקיפעדיע מוסטערן	Categorie:Wikipedia:Sjablonen
קאסטרא (טשילע)	Castro (Chili)
מאנראוויע	Monrovia (Liberia)
1960	1960
קאַטעגאָריע:מוסטערן קאטעגאריעס	Categorie:Wikipedia:Sjablonen op onderwerp
אקרא	Accra
טשיגואיאנטע	Chiguayante
דמשק	Damascus
יאמוסאקרא	Yamoussoukro
פראנצויזישע גויאנע	Frans-Guyana
וואגאדוגו	Ouagadougou
פריטאון	Freetown
אמאזאנאס (טייך)	Amazone (rivier)
אבודזשא	Abuja
לאמע	Lomé
פארטא-נאווא	Porto-Novo
אמאן (יארדן)	Amman (stad)
יאונדע	Yaoundé
ביירוט	Beiroet
ליברעוויל	Libreville
קאַטעגאָריע:היסטאריע מוסטערן	Categorie:Wikipedia:Sjablonen geschiedenis
קינשאזע	Kinshasa
בראזאוויל	Brazzaville
ווארמז	Worms (stad)
בוזשומבורע	Bujumbura
קאַטעגאָריע:צייט מוסטערן	Categorie:Wikipedia:Sjablonen datum en tijd
ניקאסיע	Nicosia (Cyprus)
קיגאלי	Kigali (stad)
דאכא	Doha
אסטערויד	Planetoïde
דאדאמא	Dodoma (stad)
נייראבי	Nairobi
קאראנעל	Coronel (Concepción)
לילאנגווע	Lilongwe (stad)
קאַטעגאָריע:געאגראפישע מוסטערן	Categorie:Wikipedia:Sjablonen geografie
לוסאקא	Lusaka (stad)
ליקוי חמה	Zonsverduistering
מאפוטא	Maputo (stad)
קאמפאלא	Kampala
לואנדע	Luanda (stad)
מבאבאנע	Mbabane
מאסערו	Maseru (stad)
אלבערט דער צווייטער פון בעלגיע	Albert II van België
בינארישע סיסטעם	Binair
שולע	School (instelling)
אנטאנאנאריווא	Antananarivo (stad)
אוניווערסיטעט	Universiteit
גאבאראנע	Gaborone
הארארע	Harare
ווינטהוק	Windhoek
װיקיפּעדיע:זאמדקאסטן	Wikipedia:Zandbak
הויז	Huis (woning)
שויס קאמפיוטער	Laptop
הארטווארג	Hardware
אלגעברע	Algebra
ליעזש	Luik (stad)
מענטשלעכע אנאטאמיע	Menselijke anatomie
מאפע	Kaart (cartografie)
טייך	Rivier
פראנקפורט אן דער אדער	Frankfurt (Oder)
אזאסקו	Osasco (Brazilië)
גלאזגא	Glasgow
באדען-באדען	Baden-Baden
דאנג הוי לופטפעלד	Luchthaven Đồng Hới
קאסמאס	Ruimte (astronomie)
ווייצמאן אינסטיטוט פאר וויסנשאפט	Weizmann Instituut der Wetenschappen
אויטאביאגראפיע	Autobiografie
לוצערן	Luzern (stad)
טעלעסקאפ	Telescoop (optica)
מיילי סיירוס	Miley Cyrus
הויפט טאוול	Moederbord
קוריטיבא	Curitiba (gemeente)
מערב אפריקע	West-Afrika
וואלד	Bos (vegetatie)
הארטער דיסק	Harde schijf
מיט ראמני	Mitt Romney
פלאט	Marine (strijdmacht)
בארשט	Borsjtsj
ספר איוב	Job (boek)
ראנקאגווע	Rancagua (Chili)
אנע פראנק	Anne Frank
קאנפוציוס	Confucius
שרה בערנאר	Sarah Bernhardt
מארלין דיטריך	Marlene Dietrich
מארלין מאנרא	Marilyn Monroe
קארבין בלו	Corbin Bleu
קאַטעגאָריע:מאטעמאטיק	Categorie:Wiskunde
בארברא סטרייסאנד	Barbra Streisand
פולא	Pula (Kroatië)
רענעסאנס	Renaissance
לע קארבוזיע	Le Corbusier
איירא	Euro
אמעריקאנער דאלאר	Amerikaanse dollar
מיטלענדישער ים	Middellandse Zee
זשארזשיע	Georgia
סעב-מילער	SABMiller
קריסטנטום	Christendom
סיאטל	Seattle
בערלינער וואנט	Berlijnse Muur
גאנגעס	Ganges (rivier)
רייז	Rijst
באלטימאר, מערילענד	Baltimore (Maryland)
קאנטינענט	Continent
פויגל	Vogels
הויפטשטאט	Hoofdstad
פארטוגעזיש	Portugees
מאנאט	Maand
מוסטאפא קעמאל אטאטורק	Mustafa Kemal Atatürk
1948	1948
רונדווערעם	Rondwormen
1949	1949
פעברואר 2009	Februari 2009
1956	1956
1202	1202
1204	1204
1941	1941
1945	1945
1958	1958
1926	1926
1947	1947
1944	1944
1952	1952
בריליאנט	Diamant
ביל גייטס	Bill Gates
יאפאניש	Japans
ענציקלאפעדיע	Encyclopedie
דיסקעט	Diskette
RAM זיכרון	Random-access memory
הויפט זייט	Hoofdpagina
פראצעסאר	Processor (computer)
1959	1959
1957	1957
רוטירער	Router
רעזיסטאר	Weerstand (component)
קאנדענסאטאר	Condensator
טראנזיסטאר	Transistor
בעיסבאל	Honkbal
קוישבאל	Basketbal
קריקעט	Cricket
גאלף (שפיל)	Golf (sport)
ראגבי פוטבאל	Rugby (balspel)
אויטאספארט	Autosport
אלימפיאדע	Olympische Spelen
יאנגצע	Jangtsekiang
מיזורי טייך	Missouri (rivier)
סיביר	Siberië
פראנסיסקא גאיא	Francisco Goya
הימאלייע	Himalaya
אנדן	Andes
ראקי בערג	Rocky Mountains
קאפשטאט	Kaapstad
טראוויזיע	Treviso (stad)
קאווקאז בערג	Kaukasus (gebergte)
קאספישער ים	Kaspische Zee
אונטערגרונט באן	Metro (vervoermiddel)
וויקטאריע אזערע	Victoriameer
טאנגאניקע אזערע	Tanganyikameer
בייקאל אזערע	Baikalmeer
סאלוואדאר דאלי	Salvador Dalí
אלברעכט דירער	Albrecht Dürer
ווינצענט וואן גאך	Vincent van Gogh
קאצושיקא האקוסיי	Katsushika Hokusai
פרידא קאהלא	Frida Kahlo
אנרי מאטיס	Henri Matisse
מיקעלאנדזשעלא	Michelangelo Buonarroti
פאבלא פיקאסא	Pablo Picasso
ראפאעל	Rafaël (kunstenaar)
רעמבראנדט	Rembrandt van Rijn
פעטער פאל רובענס	Peter Paul Rubens
סינאן	Sinan
ענדי ווארהאל	Andy Warhol
פרענק לויד רייט	Frank Lloyd Wright
מאדעם	Modem
עמינעם	Eminem
בוס	Autobus
