Africa	Afrika
Flavignerot	Flavignerot
Fleurey-sur-Ouche	Fleurey-sur-Ouche
Lantenay (Clivus Aureus)	Lantenay (Côte-d'Or)
Pasques	Pasques
Prenois	Prenois
983	983
Velars-sur-Ouche	Velars-sur-Ouche
964	964
1121	1121
1123	1123
Veyras (Ardesca)	Veyras (Frankrijk)
933	933
915	915
970	970
911	911
993	993
991	991
994	994
Flaviac	Flaviac
Dunière-sur-Eyrieux	Dunière-sur-Eyrieux
Pranles	Pranles
Pourchères	Pourchères
Saint-Priest (Ardesca)	Saint-Priest (Ardèche)
Saint-Vincent-de-Durfort	Saint-Vincent-de-Durfort
Lyas	Lyas
898	898
944	944
907	907
943	943
Don Rosa	Keno Don Rosa
945	945
922	922
Coux (Ardesca)	Coux (Ardèche)
Gourdon (Ardesca)	Gourdon (Ardèche)
905	905
941	941
925	925
928	928
948	948
Lignières-Sonneville	Lignières-Sonneville
947	947
Ecclesia Dei (motu proprio)	Ecclesia Dei (motu proprio)
949	949
Theatrum	Theater (gebouw)
Himera Australis	Imera meridionale
926	926
Tempora anni	Seizoen
Les Ollières-sur-Eyrieux	Les Ollières-sur-Eyrieux
126	126
101	101
105	105
108	108
Moragne	Moragne
Landrais	Landrais
Puy-du-Lac	Puy-du-Lac
117	117
Vibrac (Carantonus Maritimus)	Vibrac (Charente-Maritime)
Orignolles	Orignolles
Saint-Pierre-d'Amilly	Saint-Pierre-d'Amilly
Montroy (Carantonus Maritimus)	Montroy (Charente-Maritime)
Moings	Moings
115	115
Saint-Pierre-de-l'Isle	Saint-Pierre-de-l'Isle
Saint-Ouen-d'Aunis	Saint-Ouen-d'Aunis
Villexavier	Villexavier
Taugon	Taugon
Puyravault (Carantonus Maritimus)	Puyravault (Charente-Maritime)
Siecq	Siecq
Carbo	Steenkool
Saint-Hilaire-du-Bois (Carantonus Maritimus)	Saint-Hilaire-du-Bois (Charente-Maritime)
Saint-Martial (Carantonus Maritimus)	Saint-Martial (Charente-Maritime)
Saint-Georges-de-Longuepierre	Saint-Georges-de-Longuepierre
Saint-Germain-de-Vibrac	Saint-Germain-de-Vibrac
22	22
Vanzac	Vanzac
Voissay	Voissay
Saint-Germain-de-Marencennes	Saint-Germain-de-Marencennes
46	46
Salignac-sur-Charente	Salignac-sur-Charente
Loire-les-Marais	Loire-les-Marais
25	25
Beaugas	Beaugas
Clermont-Dessous	Clermont-Dessous
Bruch (Oltis et Garumna)	Bruch (Frankrijk)
Caubeyres	Caubeyres
Cambes (Oltis et Garumna)	Cambes (Lot-et-Garonne)
153	153
Bourgougnague	Bourgougnague
Courbiac	Courbiac
Espiens	Espiens
Beaupuy (Oltis et Garumna)	Beaupuy (Lot-et-Garonne)
156	156
Saint-Hilaire-de-Villefranche	Saint-Hilaire-de-Villefranche
Loulay	Loulay
Saint-Ciers-Champagne	Saint-Ciers-Champagne
31	31
Doudrac	Doudrac
Saint-Pierre-du-Palais	Saint-Pierre-du-Palais
Birac-sur-Trec	Birac-sur-Trec
Louzignac	Louzignac
825	825
Saint-Saturnin-du-Bois	Saint-Saturnin-du-Bois
Georgius Hamilton Gordon	George Hamilton-Gordon
Ioannes Barrowman	John Barrowman
Dondas	Dondas
Bouglon	Bouglon
Vancuverium	Vancouver
Mortiers (Carantonus Maritimus)	Mortiers (Charente-Maritime)
Lélex	Lélex
Castelnaud-de-Gratecambe	Castelnaud-de-Gratecambe
Calignac	Calignac
Beauziac	Beauziac
301	301
Castelnau-sur-Gupie	Castelnau-sur-Gupie
Cavarc	Cavarc
Saint-Martin-de-Coux	Saint-Martin-de-Coux
Puyrolland	Puyrolland
116	116
Caubon-Saint-Sauveur	Caubon-Saint-Sauveur
Neulles	Neulles
Salignac-de-Mirambeau	Salignac-de-Mirambeau
Clermont-Soubiran	Clermont-Soubiran
886	886
Virson	Virson
Muron	Muron
Rouffignac	Rouffignac
Landes (Carantonus Maritimus)	Landes (Charente-Maritime)
330	330
Nachamps	Nachamps
Pommiers-Moulons	Pommiers-Moulons
Saint-Jean-de-Liversay	Saint-Jean-de-Liversay
Villedoux	Villedoux
860	860
Sousmoulins	Sousmoulins
Salles-sur-Mer	Salles-sur-Mer
Cours (Oltis et Garumna)	Cours (Lot-et-Garonne)
Coulx	Coulx
842	842
Saint-Rogatien	Saint-Rogatien
165	165
Thors (Carantonus Maritimus)	Thors (Charente-Maritime)
Saint-Pardoult	Saint-Pardoult
871	871
Bon-Encontre	Bon-Encontre
Saint-Sauveur-d'Aunis	Saint-Sauveur-d'Aunis
893	893
Saint-Vivien (Carantonus Maritimus)	Saint-Vivien (Charente-Maritime)
203	203
Ternant (Carantonus Maritimus)	Ternant (Charente-Maritime)
Sainte-Colombe (Carantonus Maritimus)	Sainte-Colombe (Charente-Maritime)
909	909
Caumont-sur-Garonne	Caumont-sur-Garonne
Saint-Martin-de-Juillers	Saint-Martin-de-Juillers
222	222
Saint-Froult	Saint-Froult
Saint-Cyr-du-Doret	Saint-Cyr-du-Doret
Bournel	Bournel
Neuvicq	Neuvicq
931	931
Laetitia Tyler	Letitia Tyler
938	938
Mazerolles (Carantonus Maritimus)	Mazerolles (Charente-Maritime)
917	917
Saint-Loup (Carantonus Maritimus)	Saint-Loup (Charente-Maritime)
160	160
Saint-Christophe (Carantonus Maritimus)	Saint-Christophe (Charente-Maritime)
Saint-Ouen-la-Thène	Saint-Ouen-la-Thène
Citizen Kane	Citizen Kane
28	28
Liverpolium	Liverpool
Orson Welles	Orson Welles
85	85
88	88
76	76
54	54
Alania Sessitum	Alagna Valsesia
Albanum (Pedemontium)	Albano Vercellese
477	477
Alix Inferior	Alice Castello
Arboreum	Arborio
914	914
920	920
Acilianum (Pedemontium)	Asigliano Vercellese
Balmucia	Balmuccia
913	913
Albania (Novum Eboracum)	Albany (New York)
Pellicula brevis	Korte film
Badaluchum	Balocco
935	935
Pellicula diutina	Langspeelfilm
841	841
Avatar (pellicula)	Avatar (film)
820	820
Bianzagum	Bianzè
906	906
Buxuletum	Boccioleto
Brema	Bremen (stad)
Burgarum	Borgo Vercelli
916	916
885	885
Burgus Alicis	Borgo d'Ale
Burgus Sesius	Borgosesia
Verbum (temporale)	Werkwoord
Breia	Breia
Buruntius	Buronzo
168	168
Campertonium	Campertogno
Carcofforum	Carcoforo
Scientia ficticia	Sciencefiction
60	60
Saint-Seine-sur-Vingeanne	Saint-Seine-sur-Vingeanne
Saint-Maurice-sur-Vingeanne	Saint-Maurice-sur-Vingeanne
Carisiana	Caresana
47	47
Pouilly-sur-Vingeanne	Pouilly-sur-Vingeanne
Orain	Orain
Montigny-Mornay-Villeneuve-sur-Vingeanne	Montigny-Mornay-Villeneuve-sur-Vingeanne
Licey-sur-Vingeanne	Licey-sur-Vingeanne
Fontenelle (Clivus Aureus)	Fontenelle (Côte-d'Or)
Fontaine-Française	Fontaine-Française
Dampierre-et-Flée	Dampierre-et-Flée
Chaume-et-Courchamp	Chaume-et-Courchamp
Bourberain	Bourberain
Monty Python's Life of Brian	Monty Python's Life of Brian
836	836
Graham Chapman	Graham Chapman
Carisiana Bellottum	Caresanablot
Carisium	Carisio
112	112
Casanova Vercellensium	Casanova Elvo
Accellium	Cellio
854	854
Cervatum	Cervatto
Cilianum (Pedemontium)	Cigliano
862	862
Civiascum	Civiasco
879	879
Collobianum	Collobiano
887	887
Ioannes Cleese	John Cleese
770	770
Constantiana	Costanzana
817	817
Caprariana	Cravagliana
Crescentinum	Crescentino
864	864
Crova	Crova
Deciana	Desana
863	863
Fobellum	Fobello
868	868
Fontanetum Vercellensium	Fontanetto Po
Firmiana	Formigliana
855	855
Gatinaria	Gattinara (Italië)
Terrentius Gilliam	Terry Gilliam
Foedus liberalium democratarumque pro Europa	Partij van de Alliantie van Liberalen en Democraten voor Europa
818	818
Gislarincum	Ghislarengo
Woody Allen	Woody Allen
837	837
Lamia	Lamia
Ioannes Moretti	Nanni Moretti
845	845
Fabricius De André	Fabrizio De André
Petrus Paulus Pasolini	Pier Paolo Pasolini
Gregium	Greggio
Vallis Bosonis	Guardabosone
Amporium	Lamporo
Lenta	Lenta
Lidiniana	Lignana
Liburnum (Pedemontium)	Livorno Ferraris
Lozulum	Lozzolo
Mollia	Mollia (Italië)
Coemgenus Spacey	Kevin Spacey
Mons Caprellus	Moncrivello
Franciscus Battiato	Franco Battiato
Mota Vercellensium	Motta de' Conti
Auxeningum	Olcenengo
Robertus Saviano	Roberto Saviano
Holdenicum	Oldenico
Palatiolum Vercellensium	Palazzolo Vercellese
Pertengum	Pertengo
Petiana	Pezzana
Pyla	Pila (Italië)
RMS Titanic	Titanic (schip, 1912)
Plodae	Piode
Postua	Postua
Petrariolum	Prarolo
Rammstein	Rammstein
Quariona	Quarona
Quintus Vercellensium	Quinto Vercellese
Rassa	Rassa
Rima Sancti Iosephi	Rima San Giuseppe
Rimascum	Rimasco
Rimella	Rimella (plaats)
Inception	Inception
Ripa Sessitum	Riva Valdobbia
Christophorus Nolan	Christopher Nolan (regisseur)
Ripae (Pedemontium)	Rive
Ruasium Vercellensium	Roasio
Runsiccus	Ronsecco
Rossa	Rossa (Vercelli)
Rovasenda	Rovasenda
Sabia	Sabbia
Olzate Olonae	Olgiate Olona
Salascum	Salasco
Salium Vercellensium	Sali Vercellese
Salugia	Saluggia
Fanum Sancti Germani Vercellensium	San Germano Vercellese
Cascinae de Rovasenda	San Giacomo Vercellese
Civitas Sanctae Agathae	Santhià
Scopa	Scopa (Italië)
Scopellum	Scopello
Serravallis Vercellensium	Serravalle Sesia
Stirpiana	Stroppiana
Tricerrium	Tricerro
Tridinum	Trino
Truentianum	Tronzano Vercellese
Vallis Utiae	Valduggia
Varallum	Varallo Sesia
Villare Botium	Villarboit
Villata	Villata
Vocca	Vocca
166	166
Strigiformes	Uilen (orde)
Praeses foederalis Germaniae	Bondspresident van Duitsland
Antillae Nederlandenses	Nederlandse Antillen
Anguis (insula)	Anguilla (eiland)
Lisia	Guernsey
Benetice (Swetla)	Benetice (Světlá nad Sázavou)
Mons Sancti Gothardi	Gotthardpas
Turdus merula	Merel
Hora	Uur
Vattium	Watt (eenheid)
Pisum sativum	Erwt
Alnus	Els (geslacht)
Vertebrata	Gewervelden
Betula	Berk
2016	2016
Upupa epops	Hop (vogel)
Voltium	Volt (eenheid)
Nowy Dwór Królewski	Nowy Dwór Królewski
Praecipitatio	Neerslag (atmosfeer)
Lingua Faroensis	Faeröers
Meteorologia	Meteorologie
Ca Mau	Cà Mau (stad)
Azores	Azoren
Felidae	Katachtigen
552	552
Linguae Afro-Asiaticae	Afro-Aziatische talen
Joulium	Joule
Statio Spatialis Internationalis	Internationaal ruimtestation ISS
Ardea cinerea	Blauwe reiger
2019	2019
Isotopus	Isotoop
Hispaniola	Hispaniola
Insula Curacensis	Curaçao
Harrisburgum	Harrisburg (Pennsylvania)
Đà Lạt	Đà Lạt
Petroselinum	Peterselie
Lingua Tatarica	Tataars
Upsalia	Uppsala (stad)
Gothoburgum	Göteborg (stad)
Pondus	Gewicht
Lingua Cornubica	Cornisch
2017	2017
2018	2018
Linguae Celticae	Keltische talen
Malleus (instrumentum)	Hamer (gereedschap)
Taxinomia linguistica	Taalfamilie
Saeculum 6 a.C.n.	6e eeuw v.Chr.
Saeculum 1 a.C.n.	1e eeuw v.Chr.
2 a.C.n.	2 v.Chr.
1 a.C.n.	1 v.Chr.
Saeculum 2 a.C.n.	2e eeuw v.Chr.
Washington	Washington
Ratiboria	Racibórz
Pichilemu	Pichilemu
Virginis Insulae Britannicae	Britse Maagdeneilanden
Carnivora (mammalia)	Roofdieren
Pica	Ekster
Orchidaceae	Orchideeënfamilie
Blattodea	Kakkerlakken
Robertus Franciscus Kennedy	Robert F. Kennedy
Angiospermae	Bedektzadigen
Phan Thiet	Phan Thiết
Aarhusium	Aarhus (stad)
Saeculum 3 a.C.n.	3e eeuw v.Chr.
Arctica	Arctis
Canidae	Hondachtigen
Lingua Frisica	Friese talen
Mollusca	Weekdieren
Coccinellidae	Lieveheersbeestjes
Antonius Gaudí i Cornet	Antoni Gaudí
Artiodactyla	Evenhoevigen
Trentonia	Trenton (New Jersey)
Erithacus rubecula	Roodborst
Saeculum 4 a.C.n.	4e eeuw v.Chr.
Marsupialia	Buideldieren
2020	2020
Regulus (Saint-Exupéry)	De kleine prins
Saeculum 5 a.C.n.	5e eeuw v.Chr.
Saeculum 7 a.C.n.	7e eeuw v.Chr.
Passeriformes	Zangvogels
Potentia (physica)	Vermogen (natuurkunde)
Metrum quadratum	Vierkante meter
Francus Helveticus	Zwitserse frank
Saeculum 8 a.C.n.	8e eeuw v.Chr.
Anas platyrhynchos	Wilde eend
Asteroidea	Zeesterren
Abies	Zilverspar
Theodorus Mommsen	Theodor Mommsen
Lingua Groenlandica	Groenlands
Populus (genus plantarum)	Populier
Corvus corax	Raaf (vogel)
Resistentia electrica	Elektrische weerstand (eigenschap)
123 a.C.n.	123 v.Chr.
234 a.C.n.	234 v.Chr.
Insula Sancti Bartholomaei	Saint-Barthélemy (eiland)
Crocodilia	Krokodilachtigen
Crustacea	Kreeftachtigen
Plancton	Plankton
Bivalvia	Tweekleppigen
Falconiformes	Falconiformes
Chondrichthyes	Kraakbeenvissen
Drama (fictio)	Drama (genre)
Atlantis	Atlantis (eiland)
Perissodactyla	Onevenhoevigen
Odonata	Libellen
Apus apus	Gierzwaluw
Guilielmus Valo	Ville Valo
Ludus scaenicus	Toneelstuk
Sucinum	Barnsteen
Asio otus	Ransuil
Oriolus oriolus	Wielewaal (zangvogel)
Cimbria	Jutland
Thinium	Duin
Luscinia megarhynchos	Nachtegaal
Novarcum	Newark (New Jersey)
Insula Boni Aëris	Bonaire
Ciconia nigra	Zwarte ooievaar
Motacilla alba	Witte kwikstaart
Asteraceae	Composietenfamilie
Fagus	Fagus
Cyanistes caeruleus	Pimpelmees
Bombus	Hommels
Cassovia (urbs)	Košice (stad in Slowakije)
Helsingoburgum	Helsingborg (stad)
Arosia	Västerås (stad)
Lincopia	Linköping (stad)
Iunecopia	Jönköping (stad)
Stavanger	Stavanger
Escherichia coli	Escherichia coli
Tachybaptus ruficollis	Dodaars
Saeculum 9 a.C.n.	9e eeuw v.Chr.
Saeculum 10 a.C.n.	10e eeuw v.Chr.
345 a.C.n.	345 v.Chr.
Tensio electrica	Elektrische spanning
Badenweiler	Badenweiler
Sirenia	Zeekoeien
Lingua Saxonica	Nederduits
Safranum	Saffraan
Mustelidae	Marterachtigen
Phalacrocorax carbo	Aalscholver
Cnidaria	Neteldieren
Linguae Sorabicae	Sorbisch
Holocaenum	Holoceen
Linguae Libycae	Berbertalen
Carolostadium Suevicum	Karlstad (stad)
Molnlica	Mölnlycke
456 a.C.n.	456 v.Chr.
Bovidae	Holhoornigen
LED	Led
Accipitridae	Havikachtigen
Metrum cubicum	Kubieke meter
Annelida	Ringwormen
Silandia	Seeland (eiland)
Pleistocaenum	Pleistoceen
Gruiformes	Kraanvogelachtigen
Corvidae	Kraaien
Uma	Umeå (stad)
600	600
Phocidae	Zeehonden
Insula Sancti Martini	Sint Maarten (eiland)
Sanctogallum (urbs)	Sankt Gallen (stad)
Cygnus cygnus	Wilde zwaan
Textus conexivus	Bindweefsel
Larix	Lork
400	400
300	300
Juniperus	Jeneverbes (geslacht)
Absinthium	Absintalsem
Botaurus stellaris	Roerdomp
Millennium 1 a.C.n.	1e millennium v.Chr.
Norcopia	Norrköping (stad)
Orebrogia	Örebro (stad)
Gevalia	Gävle (stad)
The Casual Vacancy	Een goede raad
Caroli Corona	Karlskrona (stad)
Solna (urbs)	Žilina (stad)
Nidrosia	Trondheim
Ius vitae	Recht op leven
Myriapoda	Duizendpotigen
Placentalia	Placentadieren
Veveyse (districtus)	Veveyse
Oryctolagus	Konijn (dier)
Millennium 2	2e millennium
Millennium 1	1e millennium
Anser anser	Grauwe gans
Dorcas	Antilopen
Leporidae	Hazen en konijnen
Muridae	Muridae
Piciformes	Spechtvogels
Linguae Escimaeo-Aleut	Eskimo-Aleoetische talen
Gabdulhaj Achatow	Gabdoelchaj Achatov
Statio spatialis	Ruimtestation
Arminius Hesse	Hermann Hesse
Imperium Cossanum	Kushana
Motacilla flava	Gele kwikstaart
Caryophyllaceae	Anjerfamilie
Velum (navigatio)	Zeil (schip)
Laurus nobilis	Laurier
Strigidae	Uilen (vogelfamilie)
Bellum anni 1812	Oorlog van 1812
Boerosia	Borås (stad)
Turdidae	Lijsters
Dania Meridiana	Zuid-Denemarken
Iutia Septentrionalis	Noord-Jutland (regio)
Nicolaus Ioannes Huntelaar	Klaas-Jan Huntelaar
Regio Capitis (Dania)	Hoofdstad (Deense regio)
Acidum hydrocyanicum	Waterstofcyanide
Mare Frisium	Waddenzee
Porta Ištar	Isjtarpoort
Libertas informationis	Vrijheid van informatie
Tromsonda	Tromsø
Erebor	Erebor
Epuries	Prešov
Ixobrychus minutus	Woudaap
Vexionia	Växjö (stad)
Antonius Szandor LaVey	Anton Szandor LaVey
Magnum schisma occidentale	Westers Schisma
Dionysius Halicarnassensis	Dionysius van Halicarnassus
Carolus Lizzani	Carlo Lizzani
Mare Fecunditatis	Mare Fecunditatis
Gnathostomata	Gnathostomata (Vertebrata)
Vitaceae	Wijnstokfamilie
Millennium 3	3e millennium
Asparagales	Asparagales
Insulae Materiae	Madeira (gebied)
Millennium 2 a.C.n.	2e millennium v.Chr.
Lula (Suecia)	Luleå (stad)
Proboscidea	Slurfdieren
Sacra Eleusinia	Mysteriën van Eleusis
Sapindales	Sapindales
Universitas Nicolaus Cusanus	Università degli Studi Niccolò Cusano
Elisabetha Blackburn	Elizabeth Blackburn
Carola W. Greider	Carol Greider
Nagold	Nagold (stad)
Calmaria	Kalmar (stad)
Hedera helix	Klimop
Lebusium	Lebus
Hemiptera	Halfvleugeligen
Phasianidae	Fazantachtigen
Ius asyli	Asielrecht
Vices lunae	Schijngestalten
Buteo lagopus	Ruigpootbuizerd
Centurio	Centurio (Romeins leger)
Iustinus Welby	Justin Welby
Dordracum	Dordrecht (Nederland)
Calista Flockhart	Calista Flockhart
Tilia (Nederlandia)	Tilburg (gemeente)
Zoetermeer	Zoetermeer
Argunus	Argoen (Azië)
Salomo Isaacides Iarchi	Rasji
Marcus Ummidius Quadratus	Marcus Ummidius Quadratus
Cantus Gregorianus	Gregoriaanse muziek
Sundsvall	Sundsvall (stad)
Ladislaus I (rex Hungariae)	Ladislaus I van Hongarije
Tyler Comitatus (Texia)	Tyler County (Texas)
Fionia	Funen
Robertson Comitatus (Texia)	Robertson County (Texas)
Falunga	Falun (stad)
Ludovicus Albertus Suárez Díaz	Luis Alberto Suárez
Telga australis	Södertälje (stad)
Hidalgo Comitatus (Texia)	Hidalgo County (Texas)
Halmostadium	Halmstad (stad)
Drammen	Drammen
Kimble Comitatus	Kimble County
Kleberg Comitatus	Kleberg County
Kerr Comitatus	Kerr County
Speculatrum spatiale	Ruimtesonde
Jeongjo	Jeongjo van Joseon
Lauraceae	Laurierfamilie
Satelles artificialis	Kunstmaan
Roschildia	Roskilde (stad)
Duchesne Comitatus	Duchesne County
Boraginaceae	Ruwbladigenfamilie
Ephthalitae	Hephthalieten
Béhuard	Béhuard
Brooks Comitatus (Texia)	Brooks County (Texas)
Iutia Media	Midden-Jutland
Galveston Comitatus	Galveston County
Regio Silandiae	Seeland (regio)
Caldwell Comitatus (Texia)	Caldwell County (Texas)
Edwards Comitatus (Texia)	Edwards County (Texas)
Chambers Comitatus (Texia)	Chambers County (Texas)
Fukuoka	Fukuoka (stad)
Brazos Comitatus	Brazos County
Calhoun Comitatus (Texia)	Calhoun County (Texas)
Guadalupe Comitatus (Texia)	Guadalupe County (Texas)
Gonzales Comitatus	Gonzales County
Calluna	Struikhei
Grimes Comitatus	Grimes County
Dimmit Comitatus	Dimmit County
San Juan Comitatus (Uta)	San Juan County (Utah)
Rallidae	Rallen, koeten en waterhoentjes
Marcus Antonius (cantor)	Marc Anthony
Kane Comitatus (Uta)	Kane County (Utah)
Davis Comitatus (Uta)	Davis County (Utah)
Acanthaster planci	Doornenkroon (dier)
Ruben Salazar Gómez	Rubén Salazar Gómez
Brunello di Montalcino	Brunello di Montalcino
Harris Comitatus (Texia)	Harris County (Texas)
Pax Thorunensis (1411)	Eerste Vrede van Thorn
Branta leucopsis	Brandgans
Carolus Maria de La Condamine	Charles Marie de La Condamine
Ordo Palaestinae liberandae	Palestijnse Bevrijdingsorganisatie
Anethum	Dille
Juab Comitatus	Juab County
Uvalde Comitatus	Uvalde County
Victoria Comitatus (Texia)	Victoria County
Otariidae	Oorrobben
Waller Comitatus	Waller County
Armandus Ioannes Plessaeus de Richelaeus	Kardinaal de Richelieu
Refugio Comitatus	Refugio County
Theorema binomiale	Binomium van Newton
Real Comitatus	Real County
DeWitt Comitatus (Texia)	DeWitt County (Texas)
Milam Comitatus	Milam County
Liberty Comitatus (Texia)	Liberty County (Texas)
Linguae Germanicae Occidentales	West-Germaanse talen
Iron Comitatus (Uta)	Iron County (Utah)
Cannabis sativa	Hennep
Val Verde Comitatus	Val Verde County
McMullen Comitatus	McMullen County
Syzygium aromaticum	Kruidnagel
Emery Comitatus	Emery County
Garfield Comitatus (Uta)	Garfield County (Utah)
San Augustine Comitatus	San Augustine County
Basic English	Basic English
Abecedarium Phoenicium	Fenicisch alfabet
Weber Comitatus	Weber County
Montgomery Comitatus (Texia)	Montgomery County (Texas)
Millard Comitatus	Millard County
Starr Comitatus	Starr County
Wasatch Comitatus	Wasatch County
Ambillou-Château	Ambillou-Château
Bouzillé	Bouzillé
Hedera	Hedera
2165 Young	2165 Young
Chanteloup-les-Bois	Chanteloup-les-Bois
Picea	Spar
Berga	Bergen (Noorwegen)
Olenecus	Olenjok (rivier)
AUC	Ab urbe condita (jaartelling)
Daniel DeVito	Danny DeVito
Careum	Karwij
Herodotus	Herodotus
Othello	Othello (toneelstuk)
Lepisma saccharina	Zilvervisje
Orca	Orka (dier)
Gallopavo	Kalkoen (dier)
Galatia	Galatië
Vienna	Vienne (stad)
Aetolia	Aetolië
Taylor Swift	Taylor Swift
Morgan Comitatus (Uta)	Morgan County (Utah)
Walker Comitatus (Texia)	Walker County (Texas)
Colorado Comitatus	Colorado County
Croydon (burgus)	Croydon (district)
Sabine Comitatus	Sabine County
Sutton Comitatus	Sutton County
Fort Bend Comitatus	Fort Bend County
Gallia Narbonensis	Gallia Narbonensis
Terrell Comitatus (Texia)	Terrell County (Texas)
Aloysius Antonius Tagle	Luis Antonio Tagle
Rich Comitatus	Rich County
Lucrum	Winst (onderneming)
Iacobus Michael Harvey	James Michael Harvey
Blanco Comitatus	Blanco County
Phocis (regionalis unitas)	Fokida
Alfa Romeo	Alfa Romeo (automerk)
Iacobus Iustus	Jakobus de Rechtvaardige
Laccadiva (Unionis territorium)	Laccadiven
Christianostadium	Kristianstad (stad)
Trileoburgum	Trelleborg (stad)
Linguae Na-Dene	Na-Denétalen
Insulae Cook	Cookeilanden
Theodorus Storm	Theodor Storm
Bagaria	Bagheria
Trinity Comitatus (Texia)	Trinity County (Texas)
Frio Comitatus	Frio County
Hays Comitatus	Hays County
Leon Comitatus (Texia)	Leon County (Texas)
Equus (genus)	Equus (geslacht)
Lavaca Comitatus	Lavaca County
Gillespie Comitatus	Gillespie County
Lee Comitatus (Texia)	Lee County (Texas)
Praemium Consociationis Nationum Iurum Humanorum	Mensenrechtenprijs van de Verenigde Naties
Kenedy Comitatus	Kenedy County
Brazoria Comitatus	Brazoria County
Duval Comitatus (Texia)	Duval County (Texas)
Zagrebiensis (regio Croatiae)	Zagreb (provincie)
Grand Comitatus (Uta)	Grand County (Utah)
Wayne Comitatus (Uta)	Wayne County (Utah)
Cameron Comitatus (Texia)	Cameron County (Texas)
Meles meles	Das (dier)
Feliformia	Feliformia
Notatio partium-per	Parts per million
Insulae Silvestres	Ilhas Selvagens
Mare Iaponicum	Japanse Zee
Clupeidae	Haringen (familie)
Erria	Ærø
Isaac Cleemis Thottunkal	Baselios Cleemis
Magnoliales	Magnoliales
Osteichthyes	Beenvisachtigen
Formula	Formule
Uta Comitatus	Utah County
Asia orientalis	Oost-Azië
Goliad Comitatus	Goliad County
Pont-Noyelles	Pont-Noyelles
Falls Comitatus	Falls County
Washington Comitatus (Uta)	Washington County (Utah)
Piute Comitatus	Piute County
Media Asia	Centraal-Azië
Piperales	Piperales
Alismatales	Alismatales
Medicus dentarius	Tandarts
Taxus (genus)	Taxus
Laurasiatheria	Laurasiatheria
Africa Septentrionalis	Noord-Afrika
Africa Austrina	Zuidelijk Afrika
Afrotheria	Afrotheria
Africa Orientalis	Oost-Afrika
Caniformia	Caniformia
Coemeterium in agro Verano ad Sanctum Laurentium	Begraafplaats van Verano
Venatio et collectio	Jager-verzamelaar
Europa Meridiana	Zuid-Europa
Europa Orientalis	Oost-Europa
Europa Septentrionalis	Noord-Europa
Pratobornum	Zermatt
Europa Occidentalis	West-Europa
Europa Media	Centraal-Europa
Cursus honorum	Cursus honorum
Langelandia	Langeland
DaimlerChrysler	Daimler (Duitsland)
Lacertidae	Echte hagedissen
Bellis	Bellis
Ferrari	Ferrari (automerk)
Sandnes	Sandnes (Rogaland)
AC/DC	AC/DC
Fiat	FIAT
America Centralis	Centraal-Amerika
Vandenesse	Vandenesse
Cadmus	Kadmos
Vignol	Vignol
Varennes-Vauzelles	Varennes-Vauzelles
678 a.C.n.	678 v.Chr.
Universitas Publica Petropolitana	Staatsuniversiteit van Sint-Petersburg
Tronsanges	Tronsanges
Varennes-lès-Narcy	Varennes-lès-Narcy
Dies memoriae primi belli mundani	Remembrance Day
Villiers-le-Sec (Niver)	Villiers-le-Sec (Nièvre)
Michael Bakunin	Michail Bakoenin
Tracy-sur-Loire	Tracy-sur-Loire
Urzy	Urzy
Verneuil (Niver)	Verneuil (Nièvre)
Vielmanay	Vielmanay
Vitry-Laché	Vitry-Laché
Tresnay	Tresnay
Deversorium	Hotel
Villapourçon	Villapourçon
Trucy-l'Orgueilleux	Trucy-l'Orgueilleux
Ville-Langy	Ville-Langy
Grammatica Latina	Latijnse grammatica
Proelium ad Creciacum	Slag bij Crécy
Ludovicus Antonius de Saint-Just	Louis Antoine Saint-Just
Linguae Escimaicae	Inuittalen
Lingua Afarica	Afar (taal)
Chester Comitatus (Pennsilvania)	Chester County (Pennsylvania)
Delaware Comitatus (Pennsilvania)	Delaware County (Pennsylvania)
Cetartiodactyla	Walvissen en evenhoevigen
Mytilus edulis	Mossel (weekdier)
Sora (Dania)	Sorø (plaats)
Anthropologia religionis	Religieuze antropologie
Tenor	Tenor (zangstem)
Bad Rappenau	Bad Rappenau
Varzy	Varzy
Cantus	Zangkunst
Leucoïum	Matthiola
Lingua Ainuana	Aino (taal)
Narcissus poeticus	Dichtersnarcis
Acheux-en-Amiénois	Acheux-en-Amiénois
Acheux-en-Vimeu	Acheux-en-Vimeu
Alphonsus Cuarón	Alfonso Cuarón
Iuditha Dench	Judi Dench
Adolphus Eichmann	Adolf Eichmann
Equisetum	Paardenstaart (geslacht)
Hirundo	Hirundo
Cinnamum	Kaneel
Langli	Langli
Augusta (Cenomannica)	Augusta (Maine)
Rubribaculum	Baton Rouge
Barbaria (Africa)	Maghreb
Imperium Coreanum	Keizerrijk Korea
Lincolnia (Nebrasca)	Lincoln (Nebraska)
Annapolis	Annapolis (Maryland)
Ystadium	Ystad (stad)
Apium	Selderij
Lepidoptera	Vlinders
Index urbium Israëliticarum	Lijst van steden in Israël
Pulvinus arenae	Zandbank
Bellum Lamiacum	Lamische Oorlog
Gradus anguli	Booggraad
Calliphoridae	Bromvliegen
Chiroptera	Vleermuizen
Elateridae	Kniptorren
Berenix Marlohe	Bérénice Marlohe
36	36
Sanctus Laurentius Scorialensis	Escorial
Pilus	Haar (zoogdier)
